from_user,text,created_at
,اطلع يا شيخ و أدرك اللحظة الفارقة بسرعة \n\n#ابو_اسماعيل http://t.co/Xzj79Kb1,29/04/2012 07:14
,@Mohamed_Mind عشان بس الناس اللى لسه بتسانده تعرف حقيقته حسبى الله ونعم الوكيل فيه #ابو_اسماعيل,29/04/2012 07:19
,هو #ابو_اسماعيل فين بجد من ال بيحصل..ده لو على فراش الموت كان لازم يظهر ويقول اي حاجة بس يعمل منظر #العباسية #وزارة_الدفاع #MOD,29/04/2012 07:18
,@Tahrirawi كل بسبب حبيبك #ابو_اسماعيل,29/04/2012 07:20
,#العباسية #وزارة_الدفاع شكلك هتحيا لوحدك يا #ابو_اسماعيل يابن المحظوظه,29/04/2012 07:23
,الدكتور\nناجح إبراهيم: أبو إسماعيل لا يعترف بأخطائه وخبرته السياسية ضعيفة #ابو_اسماعيل,29/04/2012 07:27
,RT @Abo_sri3: #العباسية #وزارة_الدفاع شكلك هتحيا لوحدك يا #ابو_اسماعيل يابن المحظوظه,29/04/2012 07:30
,بس برضه محدش ينكر ان #ابو_اسماعيل هو السبب بشكل مباشر او غير مباشر في بداية الازمة,29/04/2012 07:39
,#MOD #SCAF #حازم #ابو_اسماعيل عندي احساس انهم هيقبضوا على حازم ابو اسماعيل قريب بأكتر من حجة !,29/04/2012 07:42
,عاجل: #ابو_اسماعيل يطالب بتغيير شعار الحملة من #حازمون إلى #خالعون #Egypt #Tahrir #scaf #6april #العباسية,29/04/2012 08:01
,الف سلامة عليك ياسيد الناس ( ابو اسماعيل ) الشعب المصرى كله فداك مش مهم الناس تموت او تنضرب المهم انك بخير ابقى طمنا عليك #ابو_اسماعيل,29/04/2012 08:03
,انا حزينة. كنت فعلا اتطلع لمعرفة #ابو_اسماعيل حيفتكس ايه في محاضرته يوم السبت. الجبان جبان مافيش فايدة. #Egypt,29/04/2012 08:07
,احترمك يا #ابو_اسماعيل وساظل احترمك ولله درك يا محترم,29/04/2012 08:07
,"لماذا لا يطلب"" #ابو_اسماعيل ""من أنصاره فض الاعتصام\n\nألا يعلم الشيخ فضل اعتزال الفتن..\nوحرمة دم المسلم..\n\nام ان بريق السلطه قد أعمى بصره!",29/04/2012 08:13
,اول مرة الاحظ فعلا ان الجبهات الاسلامية اللي دعمت #ابو_اسماعيل هي الجبهات المتطرفة ومافيش اي جبهة اسلامية رسمية كانت مع ترشيحه! #حقيقة #مصر,29/04/2012 08:18
,ولاد #ابو_اسماعيل مخلوش لولاد الحلال حاجة :D,29/04/2012 08:20
,RT @Leviathan46: قالهم سنحيا كراماً فبايعوه...فباعهم و ماتوا كراماً #MOD #ابو_اسماعيل,29/04/2012 08:20
,أنباء عن اعتقال أبو اسماعيل و التحقيق معه بتهمة التحريض على العنف\n#ابواسماعيل\n#ابو_اسماعيل\n#فاتحون,29/04/2012 08:21
,RT @hoka_mocka: أنباء عن اعتقال أبو اسماعيل و التحقيق معه بتهمة التحريض على العنف\n#ابواسماعيل\n#ابو_اسماعيل\n#فاتحون,29/04/2012 08:24
,RT @xX_Fionka_xX: اكذب ثم اكذب ثم اكذب يصدقك الناس #ابو_اسماعيل,29/04/2012 08:25
,"حازم #ابو_اسماعيل ..عايز يمشي الناس كلها على مبدأ ( وانا عامله نفسي نايمه, وانا عامله نفسي نايمه)!!!!",29/04/2012 08:26
,اكذب ثم اكذب ثم اكذب يصدقك الناس #ابو_اسماعيل,29/04/2012 08:28
,لو متمش القبض على #ابو_اسماعيل فى حملة الأعتقالات اللى جاية ... يبقى كده بما لا يدع مجال للشك الراجل ده عميل ليهم .... #وزارة_الدفاع #MOD,29/04/2012 08:31
,"RT @MazenKuddah: لماذا لا يطلب"" #ابو_اسماعيل ""من أنصاره فض الاعتصام\n\nألا يعلم الشيخ فضل اعتزال الفتن..\nوحرمة دم المسلم..\n\nام ان بريق السلطه قد أعمى بصره!",29/04/2012 08:43
,انباء عن اعقتال........... #حازم #ابو_اسماعيل #MOD,29/04/2012 08:44
,RT @MostafaMolotov: انباء عن اعقتال........... #حازم #ابو_اسماعيل #MOD,29/04/2012 09:03
,@Alaa_TheMarvel لا  هو من الاول كان يمنع انصاره انهم يروحو عند الوزاره من الاول سؤال فين #ابواسماعيل #ابو_اسماعيل #3alahwa,29/04/2012 09:05
,"(( لن يستطيع احد القبض او الاقتراب من الشيخ ""صلاح ابواسماعيل"" فالبوسترات مازالت موجودة ومعجزاتها متواصلة )) #ابو_اسماعيل",29/04/2012 09:06
,"RT @mo7amed7ussein: (( لن يستطيع احد القبض او الاقتراب من الشيخ ""صلاح ابواسماعيل"" فالبوسترات مازالت موجودة ومعجزاتها متواصلة )) #ابو_اسماعيل",29/04/2012 09:07
,https://t.co/mavfDW3S اسماء المحتجزين ب س 28 متجمعه ! رتيويت  #العباسية #جمعة_النهاية #التحرير #وزارة _الدفاع #ابو_اسماعيل #ولاد_الوسخه,29/04/2012 09:09
,سؤال نط قدامى فجأه ...ايه الفرق بين اخت احمد الجيزاوى واخت حازم صلاح ابو اسماعيل ؟ #سؤال #ابو_اسماعيل #حازمون #احمد_الجيزاوى #العباسيه,29/04/2012 09:12
,#ابو_اسماعيل ماعالوش ذنب ~ ابو اسماعيل عنده كرنب #ايمن_بهجت_قمر,29/04/2012 09:37
,لا تأسفن على غدر الزمان لطالما رقصت على جثث الأسود كلابا .. لا تحسبن برقصها تعلو على أسيادها ، تبقى الأسود أسودا والكلاب كلابا #ابو_اسماعيل,29/04/2012 09:44
,حسبي الله و نعم الوكيل..حسبي الله و نعم الوكيل..حسبي الله و نعم الوكيل #ابو_اسماعيل,29/04/2012 09:46
,"انا حاسس ان #ابو_اسماعيل مانزلش الاعتصام ... علشان الاغنية اللى زياد تحريراوي غنهاله بتاعت "" بحبك يا حازم بحبك يا مان "" :D :D",29/04/2012 09:55
,عـاجـــل : بعد اخلاء ميدان العباسيه فى 6 دقائق تعلن حمله لازم حازم انه  مش لازم قوى ومش شرط على فكره #ابو_اسماعيل #العباسية #وزارة_الدفاع,29/04/2012 09:58
,RT @SalmaMohamed91: عـاجـــل : بعد اخلاء ميدان العباسيه فى 6 دقائق تعلن حمله لازم حازم انه  مش لازم قوى ومش شرط على فكره #ابو_اسماعيل #العباسية #وزارة_الدفاع,29/04/2012 10:07
,@SalmaMohamed91: عـاجـــل : بعد اخلاء ميدان العباسيه فى 6 دقائق تعلن حمله لازم حازم انه مش لازم قوى ومش شرط على فكره #ابو_اسماعيل #العباسية	2012-05-05 01:20:18,29/04/2012 10:19
,لما #طنطاوى يبقه قائد القوات المسلحه وانا مثال للمواطن الشريف و #ابو_اسماعيل مش متنجند اذن فمبارك بريئ من قتل الثوار واللى قتلهم حزب الله,29/04/2012 10:37
,RT @TwfekOkashah: @Hager_Sassi @Bad_Way #ابو_اسماعيل  كان لعبه استخبراتيه والمفرض كنا لقطنا ده من ساعت محمد محمود ولكننا سنحيا خرافا’’ #حازمون #سلفى #Scaf,29/04/2012 10:39
,RT @Hager_Sassi @Bad_Way #ابو_اسماعيل  كان لعبه استخبراتيه والمفرض كنا لقطنا ده من ساعت محمد محمود ولكننا سنحيا خرافا’’ #حازمون #سلفى #Scaf,29/04/2012 10:52
,@Hager_Sassi @Bad_Way #ابو_اسماعيل  كان لعبه استخبراتيه والمفرض كنا لقطنا ده من ساعت محمد محمود ولكننا سنحيا خرافا’’ #حازمون #سلفى #Scaf,29/04/2012 10:54
,#مبارك :رجل ترك السلطه من اجل لا تحترق #مصر\n#ابو_اسماعيل :رجل حرق مصر من اجل السلطه \n#حقيقة #العباسية #MOD #Tahrir #Egypt #Noscaf,29/04/2012 11:09
,"الرئاسية تستعين بـ""سى دى"" للشاطر وإقرار بخط أبوإسماعيل لإدانتهما http://t.co/HKOOr6ly #Jan25‏ #مصر #ابو_اسماعيل""",29/04/2012 11:18
,و يبقى السؤال الملح. فين خيبتها #ابو_اسماعيل\n#الشبشب_ضاع \n#ده_كان_بصباع,29/04/2012 11:26
,@IsmailElsherif @MYousrySalama اعتقد لو #ابو _الفتوح نزل كانوا قالولك انصار #ابو_اسماعيل مشيوا وسابوها لأنصار ابو الفتوح علشان ينهو اليلة,29/04/2012 11:42
,ربنا شاهد عليا والفولورز كمان من اول يوم رشح ابو اسماعيل نفسه قلت ده خطر علي مصر واتباعه خطر علي نفسهم وعلينا #ابو_اسماعيل #tahrir #egypt,29/04/2012 11:46
,RT @TwfekOkashah: لما #طنطاوى يبقه قائد القوات المسلحه وانا مثال للمواطن الشريف و #ابو_اسماعيل مش متنجند اذن فمبارك بريئ من قتل الثوار واللى قتلهم حزب الله,29/04/2012 11:49
,عاصم عبد الماجد كان ناقص يقول #ابو_اسماعيل مش ابني #البرادعي هو اللي ابني,29/04/2012 11:48
,#ابو_اسماعيل دا شخصية وسخة و ابن كلب .الله يحرقك,29/04/2012 11:58
,RT @_Ra_Ma_: #احا قال اية ولاد #ابو_اسماعيل بيقولك ان الناس كلها بقى معاها بنادق دلوقتى!! وبيقولو 6 ابريل كانو هنا!! علشان اما نقف ضدهم محدش يلوم! #تعريص,29/04/2012 11:58
,#احا قال اية ولاد #ابو_اسماعيل بيقولك ان الناس كلها بقى معاها بنادق دلوقتى!! وبيقولو 6 ابريل كانو هنا!! علشان اما نقف ضدهم محدش يلوم! #تعريص,29/04/2012 11:58
,#ولاد_ابو_اسماعيل بيقولك دى بداية ولسة هنولعها!! #ابو_اسماعيل #احا,29/04/2012 12:00
,RT @thwranews: #حازمون عاجل || النيابة العسكرية تصدر قراراً بحبس إعلاميين بقناة مصر 25 لمدة 15 يوما http://t.co/gjmpiEsV #ابو_اسماعيل,29/04/2012 11:59
,RT @karimghonam: #ابو_اسماعيل #العباسية #الجيش \nقامت قواتنا المسلحه في افقاد المعتصمين لتوازنهم في ٥ دقائق \nحوش اللي وقع منك يا معلم,29/04/2012 12:09
,يجب على #ابو_اسماعيل ان يسارع لتأييد احد المرشحين وليكن #ابو_الفتوح لكي تبقى الثورة ويتوحد الجميع #Egypt \n#25jan #التحرير #6april #مصر,29/04/2012 12:13
,ربنا ينتقم من #ابو_اسماعيل واعوانه,29/04/2012 12:12
,علشان جنسيت امك يا #ابو_اسماعيل شوف كام ام قلبها اتقطع ع ابنها ..... حسبي الله ونعم الوكيل,29/04/2012 12:26
,قالك ولاد ابو اسماعيل طب واللى ماتوا من غير ذنب دول ايه؟ولاد البطة السودا #مصر #العباسية #التحرير #ابو_اسماعيل #اخوان #المجلس_العسكرى,29/04/2012 12:51
,RT @_Ra_Ma_: #ولاد_ابو_اسماعيل بيقولك دى بداية ولسة هنولعها!! #ابو_اسماعيل #احا ‏#egypt #c28,29/04/2012 12:52
,فى #سلفيين او انصار #ابو_اسماعيل عند #س28 ؟ .. ولا لبسونا فى الحيطه ومهمتهم كده انتهت ؟!!,29/04/2012 12:52
,لو كان #ابو_اسماعيل داخل السباق الرئاسي لما سقط ضحايا جدد ! ولم يكن مؤيدوه لينطقوا يسقط حكم العسكر,29/04/2012 12:54
,@KareemFarid انا من البدايه كنت ضد الاعتصام دول ولاد وسخى ميستهلوش اننا نضيع نفسنا علشانهم ، وبعد كل ده هلبسوها ل 6 ابريل #ابو_اسماعيل,29/04/2012 12:57
,@joe_sosta #ابو_اسماعيل لعبه استخبراتيه والمفروض كنا خدنا بالنا من ايام محمد محمود واﻻيام هتثبتلكو صحة كلامى,29/04/2012 13:03
,منسق حمله #ابو_اسماعيل بيقول انه مريض.. هم ليه كلهم بيبقوا زي القرود و بيتنططوا في كل حته و يركبهم المرض اول ما ييجوا يتحاسبوا؟؟,29/04/2012 13:21
,امى بتقولى #ابو_اسماعيل فى امريكا اصلا ...و امى تعتبر مصدر موثوق فيه على فكره,29/04/2012 13:24
,جمال صابر مدير حمله #ابو_اسماعيل اتقبض عليه #حازمون,29/04/2012 13:34
,اعلنت حملة لازم حازم ابو اسماعيل بعد احداث العباسية انو مش لازم اوي يعني #العباسية #ابو_اسماعيل #حازمون,29/04/2012 13:37
,دكتورالشيخ #ابو_اسماعيل  بيقول انه قدامه 3 ايام .ويدخل مرحلة الاحماء .ويشارك فى المظاهرات..بس نزوله العباسية او التحرير ..قرار فى ايد المدرب,29/04/2012 13:42
,أبو اسماعيل ... مالهوش ذنب أبو اسماعيل... عنده كرامب #حازمون #ابو_اسماعيل,29/04/2012 13:42
,"إبراهيم عيسى يكتب: يا عزيزي كلهم حازمون! | الدستور الأصلي - http://t.co/yZhN3UpU #ابو_اسماعيل ""العباسية 9-9278-45c89203c5a9",29/04/2012 14:03
,ده فيه واحد على العربية لسه بيناقر في جنسية ام #ابو_اسماعيل #حازمون,29/04/2012 14:04
,يا عم #ابو_اسماعيل ابوس ايدك استرجل شوية..دا دم يا بني ادم وفي رقبتك..تبيعه رخيص كده !!!؟\nامال فين افلام اسد الاسلام ونحيا كراما والقصص دي!؟,29/04/2012 14:04
,RT @Shadizm: يا عم #ابو_اسماعيل ابوس ايدك استرجل شوية..دا دم يا بني ادم وفي رقبتك..تبيعه رخيص كده !!!؟\nامال فين افلام اسد الاسلام ونحيا كراما والقصص دي!؟,29/04/2012 14:05
,#ابو_اسماعيل كان ع الحياة انا هيجيلى شلل وبرضه مش هشتم,29/04/2012 14:06
,انت مبتجيش ليه؟! مش تبقى تيجي.... #ابو_اسماعيل http://t.co/Wu8RQQRo,29/04/2012 14:07
,اللي بيحصل مع #حازم_صلاح #ابواسماعيل دا جريمه و عار علي كل ليبرالي يرضي ان حازم #ابو_اسماعيل يتمنع من الكلام بالشكل الوسخ دا  #a7a #hazem,29/04/2012 14:09
,اعلنت جماعة ﻻزم حازم بعد احداث #العباسية انة مش ﻻزم اوى #Abassya. #ابو_اسماعيل,29/04/2012 14:12
,منعين #حازم_صلاح #ابواسماعيل من الكلام ليه يا معرصين  .. طبعا خايفين حازم #ابو_اسماعيل يتكلم و يفضحكو  #a7a #hazem #noscaf #maspiro,29/04/2012 14:15
,#ابو_اسماعيل علي الحياة:لم يصلني اي قرار ضبط وإحضار و الضبط وإلإحضار يجب ان يصدرلاعضاءالعسكري..طيب ماكنت تنزل تورينا الشجاعة دي يماان #a7a,29/04/2012 14:16
,الراجل بتاع حملة لازم حازم القنوات بتجيبه عشان حمار و هو أصلا ملهوش علاقة بالحملة الرسمية لأبو أسماعيل #ابو_اسماعيل,29/04/2012 14:23
,@alienzero @Shorouk_News  #ابو_اسماعيل هو عمر عفيفي المرحلة,29/04/2012 14:25
,@nawaranegm يقولون انه يأكل خروفين على العشاء احدهما عند حضر موت ميدان الحجاز و الآخر في مطعم مشاوي الشام بمنهاتن الدور الثاني #ابو_اسماعيل,29/04/2012 14:42
,#فيديو - أبو اسماعيل أمر الضبط والإحضار يجب أن يوجه لأعضاء العسكري وليس لي\nhttp://t.co/PTA763LH\n#حازمون #ابو_اسماعيل #حازم #سلفى #مصر #Egypt,29/04/2012 14:47
,RT @Blancofm: #فيديو - أبو اسماعيل أمر الضبط والإحضار يجب أن يوجه لأعضاء العسكري وليس لي\nhttp://t.co/PTA763LH\n#حازمون #ابو_اسماعيل #حازم #سلفى #مصر #Egypt,29/04/2012 15:01
,RT @KanFeen7azem: #MOD #hazemsalah #hazem #حازم #ابو_اسماعيل #سنحيا_كراما\n\nحازم صلاح أبو إسماعيل: أدعوا الجميع إلى الإجتماع فى صلاة... http://t.co/GwcXl7kc,29/04/2012 15:06
,الغرور هو الرمال المتحركة التى تبتلع صاحبها #ابو_اسماعيل,29/04/2012 15:59
,#MOD #hazemsalah #hazem #حازم #ابو_اسماعيل #سنحيا_كراما\n\nحازم صلاح أبو إسماعيل: أدعوا الجميع إلى الإجتماع فى صلاة... http://t.co/GwcXl7kc,29/04/2012 16:13
,حازم صلاح #ابو_اسماعيل عبر صفحته الرسمية على الفيسبوك يدعو انصاره للقاء في #التحرير الجمعة المقبلة #MOD #NoSCAF #العباسية #وزارة_الدفاع,29/04/2012 16:20
,طب #ابو_اسماعيل بيدعوا الناس للإجتماع لصلاة الجمعة القادمة فى ميدان التحرير\nربنا يستر و ميرميهمش فى الشارع و يروح زى المرة اللى فاتت,29/04/2012 16:23
,حازم صلاح #ابو_اسماعيل بيدعو للتحرير الجمعة، اداة الامن لتفريغ الثورة من مضمونه,29/04/2012 16:31
,ليه عين يدعو الناس للتحرير وآل إيه إوعو حد ما يجيش!! \nيا عينك يا جبايرك يا شيخ #ابو_اسماعيل,29/04/2012 16:33
,@NihadelGhamry #ابو_اسماعيل nas teeeeeet,29/04/2012 16:34
,هو #ابو_اسماعيل دا معندوش دم دا راجل ثبت انه كداب و اتشل من الانتخابات ما يرحمنا من قرفه بقا,29/04/2012 16:38
,هو ابو اسماعيل لسه ماتكسفش على دمه! .. يا عم روح شوفلك حته ناشفة بقى ! .. والله مافينا دماغ لكسم كلامك !.. ياكش تولع بجاز وسخ ! #ابو_اسماعيل,29/04/2012 16:37
,هو ابو اسماعيل بجد ف امريكا\n#ابو_اسماعيل  \n #أبوإسماعيل #حازم #حازم_صلاح #سنحيا_كراما #مصر,29/04/2012 16:37
,هل يعقل يا #ابو_اسماعيل انك تدمر تاريخ أمة زى مصر من أجل تاريخ أم فضيلتك !! انسان عكاك وخد اكبر من حجمك ..#حازم #مصر\n http://t.co/yIejZX4e,29/04/2012 16:42
,"#ابو_اسماعيل في اتصال هاتفي لبرنامج""الحياة اليوم"":لم يصلني اي قرار ضبط وإحضار.. والضبط وإلإحضار يجب ان يصدر في حق اعضاء المجلس العسكري #SCAF",29/04/2012 16:41
,سنحيا كراما ب #ابو_اسماعيل او من غيره ان شاء الله,29/04/2012 16:43
,الراجل كان مستنى رئاسه لاقى نفسه فزنزانه #ابو_اسماعيل,29/04/2012 16:59
,مش غلطه #ابو_اسماعيل لما ناس تايده وتتسمي بأسمه و هو يلبس مصايبهم اللي بيعملوها .. هو مقلش لحد اعتصم عشاني و نصحهم يروحوا و مرضيوش,29/04/2012 16:59
,.#قناه_الحكمة #الدكتور_وسام الراجل دا محترم واشرف من #ابو_اسماعيل و #وولادة \nربنا يخلف علية خير جهد :)))),29/04/2012 17:21
,الشيخ حازم اصدر بيان و بيطالب كل اتباعه بالتجمع في التحرير الجمعه الجايه .. معلش بقه هو الراجل ده عايز ايه بالظبط ؟؟ #ابو_اسماعيل,29/04/2012 18:09
,عشان الشويه الفاضلين يخلص عليهم RT @sahaars \nالشيخ حازم اصدر بيان و بيطالب كل اتباعه بالتجمع في التحرير الجمعه الجايه ..؟ #ابو_اسماعيل,29/04/2012 18:13
,أعلنت حملة لازم حازم بعد أحداث #العباسية أنه مش لازم أوي #الش #هع #ابو_اسماعيل,29/04/2012 18:13
,#ابو_اسماعيل بيدعو لمليونيه يوم الجمعه فى التحرير علشان فى حدث مهم اوى هو الراجل ده جنس امه ايه,29/04/2012 18:18
,هو #ابو_اسماعيل بيجمع انصاره فى التحرير يوم الجمعه ليه وعاوز ايه !!!! #سؤال بريء,29/04/2012 18:33
,#MOD #hazemsalah #حازم #ابو_اسماعيل #سنحيا_كراما\n\nبيان حازم صلاح أبو إسماعيل ودعوته للنزول الجمعة القادمة http://t.co/D2OtabTt,29/04/2012 18:36
,#MOD #hazemsalah #hazem #حازم #ابو_اسماعيل #سنحيا_كراما\n\nحازم صلاح أبو إسماعيل: أدعوا الجميع إلى الإجتماع فى صلاة... http://t.co/vCCgMRKN,29/04/2012 18:38
,#ابو_اسماعيل يدعو انصاره للنزول الجمعة القادمة ؟؟؟!!! دا بجد .,29/04/2012 18:39
,#ابو_اسماعيل دعي لصلاة الجمعه في #التحرير بس ممكن هوا مايجيش\nعملها قبل كده كتييييير\n#حازمون\n#وزارة_الدفاع\n#tahrir,29/04/2012 18:41
,اسرع طريقة للاصابة بمرض عضال زي القلب و السكر و الشلل و الضغط سماع تصريحات #ابو_اسماعيل\nانهااا احييه,29/04/2012 19:38
,النهاردة . كان في حيطة مكتوب عليها #ابو_اسماعيل نبايعك على الموت . مبقتش عارفة انهو ارخص #ابواسماعيل و لا دم اللي ماتو,29/04/2012 19:47
,ابو سماعين نيفر داي نياهاااهااا #ابو_اسماعيل #حازمون #العباسية,29/04/2012 20:04
,سماعين مخبر برخصه #ابو_اسماعيل,29/04/2012 20:11
,خربها و اعد ع تلها #ابو_اسماعيل,29/04/2012 20:20
,#الإخوان باين عليهم رايحين في خبر كان بعد أن اتكشفوا أمام العالم. و #السلفيين و #ابو_اسماعيل خسروا الليلة كلها. #Egypt #scaf #العباسية,29/04/2012 20:28
,#ابو_اسماعيل : أدعو الجميع للاجتماع الجمعة القادمة بالتحرير في حدث كبير طيب نخليك تحصل امك عشان نرتاح من قرفك ولا نعمل ف امك ايه !؟,29/04/2012 20:47
,RT @mirhan_younis: النهاردة . كان في حيطة مكتوب عليها #ابو_اسماعيل نبايعك على الموت . مبقتش عارفة انهو ارخص #ابواسماعيل و لا دم اللي ماتو,29/04/2012 20:58
,RT @ToqaDawoood: خربها و اعد ع تلها #ابو_اسماعيل,29/04/2012 21:09
,@Aysen07 أظهر و بان عليك اللعنة يا #ابو_اسماعيل,29/04/2012 21:09
,http://t.co/DueGxB8K   ادركوا اللحظه الحازقه مع #ابو_اسماعيل,29/04/2012 22:33
,"يا #حازمون ياريت حد يقولي #ابو_اسماعيل ناوي على ايه الجمعة الجاية؟؟ .. وايه الحدث الكبير ده بقى؟ , مش جايز يعلن الخلافة؟ #استفسار",29/04/2012 22:42
,عاجل\nسيصاب #حازم_ابو_اسماعيل بالبواسير الجمعه القادمه . بعد مطالبته للنزول للتحرير\n#حازمون #ابو_اسماعيل,29/04/2012 22:49
,هو #ابو_اسماعيل بيقول للناس تنزل ليه تاني ..!!!!,29/04/2012 23:43
,http://t.co/6NeaAerR #مصر #ابو_اسماعيل,29/04/2012 23:44
,سنحيا كغاماً ! #ابو_اسماعيل #حازمون,29/04/2012 23:46
,"أديب لـ ""أبو إسماعيل"": "" دم الناس اللى ماتت فى رقبتك يا شيخ"" ... http://t.co/O3Gqlcb1 #سلفي #عباسيه #مصر #تحرير #ابو_اسماعيل #حازمون",30/04/2012 00:43
,"#ابو_اسماعيل: أدعو الشعب الجمعة بالتحرير للمشاركة فى ""حدث كبير"" http://t.co/ethIeQS7 #مصر #حازمون #التحرير #مصر",30/04/2012 00:46
,يعني مبارك حكم 30 سنة ولما قاله الشعب امشي مشي ب ١٠ ايام .. #ابو_اسماعيل لم يحكم ولا نص ساعة ومش راضي يمشي !,30/04/2012 01:24
,بالامس وعدت موظفيني براتب شهر هدية لو تمت محاكمة #ابو_اسماعيل . وحسويها وادي احنا بصحتنا اهوه :),30/04/2012 01:30
,"#حقيقة_علمية  ""@Alkheddr: يعني مبارك حكم 30 سنة ولما قاله الشعب امشي مشي ب ١٠ ايام .. #ابو_اسماعيل لم يحكم ولا نص ساعة ومش راضي يمشي !""",30/04/2012 01:31
,RT @Alkheddr: يعني مبارك حكم 30 سنة ولما قاله الشعب امشي مشي ب ١٠ ايام .. #ابو_اسماعيل لم يحكم ولا نص ساعة ومش راضي يمشي !,30/04/2012 07:00
,RT @Alkheddr: بالامس وعدت موظفيني براتب شهر هدية لو تمت محاكمة #ابو_اسماعيل . وحسويها وادي احنا بصحتنا اهوه :),30/04/2012 08:52
,بهيب بالنيابة العامة انها تحبس #ابو_اسماعيل في سجن ونوارة في سجن ثاني ، لصراصير السجن علينا حقا .,30/04/2012 09:01
,RT @Alkheddr: بهيب بالنيابة العامة انها تحبس #ابو_اسماعيل في سجن ونوارة في سجن ثاني ، لصراصير السجن علينا حقا .,30/04/2012 09:07
,RT @Motassem: #الإخوان باين عليهم رايحين في خبر كان بعد أن اتكشفوا أمام العالم. و #السلفيين و #ابو_اسماعيل خسروا الليلة كلها. #Egypt #scaf #العباسية,30/04/2012 09:32
,@mahmoud_turkey0 @Samar__Sayed @SaadSaedEtman لا حصلت وكان هاشاتاج ابو اسماعيل ومسيف الصورة حتى الان D: #ابو_اسماعيل الدولى,30/04/2012 10:03
,#ابو_اسماعيل دعى الناس الجمعة الجاية لميدان التحرير للنظر فيما وصلت الية الامور علشان هو خف ناوىلها على اية يا ابو اسماعيل #هنيدى_ستايل,30/04/2012 10:27
,RT @Thomas_Wadie: #ابو_اسماعيل دعى الناس الجمعة الجاية لميدان التحرير للنظر فيما وصلت الية الامور علشان هو خف ناوىلها على اية يا ابو اسماعيل #هنيدى_ستايل,30/04/2012 10:53
,بيقلك #الجيش بيعذب انصار #ابو_اسماعيل اللى اتمسكو فى #العباسية... بيشغلهم اغانى تامر حسنى وشاكيرا ..,30/04/2012 11:17
,فلما يكون حد من مصلحته ان الناس متنزلش يوم الجمعه وقبلها اللي حصل ف التحرير والل حصل ف وزاره الدفاع ؟احساس قوي باتفاق #ابو_اسماعيل مع#العسكر,30/04/2012 11:21
,قكروا في موضوع #ابو_اسماعيل و الله حتصدقوا كلامي تصرفات الراجل ده ملهاش غير المعنى اللي قولت عليه ده متفق مع العسكري و بيوردنا ليه دفعه دفعه,30/04/2012 11:26
,RT @sahaars: قكروا في موضوع #ابو_اسماعيل و الله حتصدقوا كلامي تصرفات الراجل ده ملهاش غير المعنى اللي قولت عليه ده متفق مع العسكري و بيوردنا ليه دفعه دفعه,30/04/2012 11:53
,#ابو_اسماعيل بيقول ان أمر الضبط والإحضار لابد ان يوجه للمجلس العسكري !!!! مش فاهم,30/04/2012 12:02
,#ابو_اسماعيل بيقول ان أمر الضبط والإحضار لابد ان يوجه للمجلس العسكري !!!! مش فاهم يقصد ايه,30/04/2012 12:04
,RT @zolweez: بيقلك #الجيش بيعذب انصار #ابو_اسماعيل اللى اتمسكو فى #العباسية... بيشغلهم اغانى تامر حسنى وشاكيرا ..,30/04/2012 12:27
,"#ابو_اسماعيل ""لم ادعو لاعتصام فى #التحرير او #العباسية - ومصاب بانزلاغ غضروفى"" معروف طبيا طبعا ان الانزلاق لا يمنع الذهاب ل#ماسبيرو #scaf",30/04/2012 12:32
,"همااولادشفيق كتروااوىكده ليه حتى بقوااكترمن ولادبوسماعين وولادصباحى كترواا,موسى هوالوحيدالى مشفتلهوش ولاد #شفيق #ابو_اسماعيل #صباحى #موسى",30/04/2012 13:03
,"#ابو_اسماعيل:""دماؤنا تسيل والاحزاب تجلس مع #العسكري""والتصحيح :""دماؤهم تسيل وانا جالس في بيتنا"" #salafi #salafy #scaf #Egypt #الجيش #العباسية",30/04/2012 13:15
,"RT #ابو_اسماعيل:""دماؤنا تسيل والاحزاب تجلس مع #العسكري""والتصحيح :""دماؤهم تسيل وانا جالس في بيتنا"" #salafi #salafy #scaf #Egypt #الجيش...",30/04/2012 13:17
,يخرب بيتك يا اسماعين عقدت العيال !!!!! http://t.co/uH3w8cPO #tahrir #mod #abbasiya #egypt #ابو_اسماعيل,30/04/2012 13:23
,بعد موقعة العباسيه تعلن حمله لازم حازم ..... انه ..... مش لازم قوى ومش شرط على فكره !!!!!!!! :)) #ابو_اسماعيل #لازم_حازم #MOD,30/04/2012 13:25
,“@marwakassab: بعد موقعة العباسيه تعلن حمله لازم حازم ..... انه ..... مش لازم قوى ومش شرط على فكره !!!!!!! :)) #ابو_اسماعيل #لازم_حازم #MOD”,30/04/2012 13:28
,ابو اسماعيل .. مالهوش ذنب\n#ابو_اسماعيل .. كان عنده كرامب,30/04/2012 13:31
,#ابو_اسماعيل  على رأس قائمة المطلوبين فى أحداث  #العباسية \nhttp://t.co/Hiap9Pt1\n #وزارة_الدفاع #نوارة_نجم #MOD #Egypt #مصر #حازمون #noscaf,30/04/2012 14:05
,#ابو_الفتوح - #صباحى #ابو_اسماعيل #خالد_على \nالمهم انه ميكــونش #فلول,30/04/2012 14:31
