,from_user,text,created_at
10925,,  انتم ضيعتو البلد انتم ضيعيتم مستقبلي  احنا بتوع الاتوبيس ثوره ما تمت اخوان فلول ابوالفتوح حمدين ابو اسماعيل,08/05/2012 00:12
10926,,المشكله دلوقتي انى حاسس ان نفس سناريو انصار ابو اسماعيل هايتكرر تانى مع انصار حمدين  اى نعم هو كلنا وراه بس برضه انتخابات رئاسه مقاطعون,08/05/2012 00:12
10927,,حظك اليوم حازم ولا حمدين صباحي  ابو اسماعيل صباحي مصر ,08/05/2012 00:12
10928,,الفرق بين ابو اسماعيل و حمدين ان ابو اسماعيل عشم انصاره و سابهم ساعه الجد و حامدين رفض اى صفقه سياسيه عشان مويديهحمدين بيعلم الامل,08/05/2012 00:13
10929,,تخيلوا بقى لو الاعاده كانت بين عمر سليمان و ابو اسماعيللووووووووووووووووووووول,08/05/2012 00:13
10930,,مريان بترضينا بنصيبنا ربنا يراضيكي    تخيلوا بقى لو كانت الاعاده بين ابو اسماعيل و عمر سليمان,08/05/2012 00:13
10931,, تخيلوا بقى لو كانت الاعاده بين ابو اسماعيل و عمر سليمان,08/05/2012 00:13
10932,,  مريان بترضينا بنصيبنا ربنا يراضيكي    تخيلوا بقى لو كانت الاعاده بين ابو اسماعيل و عمر سليمان,08/05/2012 00:13
10933,,  و بفكر بردو ان اللى خرج ابو اسماعيل و سليمان قادر يخرج الاستبن و الجزمه المهم نبطل ياس الثوره دى اساسها اننا قلنا,08/05/2012 00:13
10934,,بصراحه بعد ماقطعت فى ابو اسماعيل بدات اشك انى ديه لعبه من العسكر لانه الوحيد اللى كان هيكتسح الانتخابات فى وجود شفيق و الاشكال ديه,08/05/2012 00:12
10935,,حمدين صباحى ابو الفتوح ابو اسماعيل اخوان البورصه الان سوريا تستغيث اين انتم من سوريا ومذبحه الحوله  ,08/05/2012 00:12
10936,,مرسي اخوان ان الاقتصاد في النطق بالحق هو الذي جعلنا على شفا جرف هار حازم صلاح ابو اسماعيل ,08/05/2012 00:12
10937,,ابوالفتوح اخوان وقطري وبالمستندات اخوان تبع ايران وبالمستندات ابو اسماعيل امه امريكيه وبالمستنداتودلوقتي صباحي مخابرات وبالمستندات,08/05/2012 00:12
10938,,الحمدلله ان ابو اسماعيل خرج من السباق كان زمان علاء عبد الفتاح ووائل خليل والربراليين بيقولك انتخب وخليك حازمووون,08/05/2012 00:12
10939,,احنا اللى اغبياالراجل قعد يقول ادركوا اللحظه الفارقه ادركوا اللحظه الفارقه  احنا اسفين يا شيخ حازم  ابو اسماعيل,08/05/2012 00:13
10940,,هو فعلا فيه مظاهرات ومسيرات دلوقتي عشان حمدين  هو احنا خلصنا من ولاد ابو اسماعيل هيطلعلنا اولاد ابو حمدين هو مفيش ولاد مصر ,08/05/2012 00:13
10941,,ارجووووووووووكم متحولوش حمدين لنسخه معدله من ابو اسماعيل  ,08/05/2012 00:13
10942,,احلى حاجه في صباحي و اللي خلاني انتخبه بعد ابو اسماعيل  وضوحه و ان كلمته واحده وعنده مبدا,08/05/2012 00:13
10943,,الاعلام بيقول انصار حمدين ينظمون  وقفه امام اللجنه العليا ايام ابو اسماعيل كانوا بيقولوا يحاصرون دلوقتى عشان صباحى بيقولوا ينظمون,08/05/2012 00:13
10944,,  الاعلام بيقول انصار حمدين ينظمون  وقفه امام اللجنه العليا ايام ابو اسماعيل كانوا بيقولوا يحاصرون دلوقتى عشان صباحى بيقولوا ينظمون,08/05/2012 00:13
10945,,انصار حمدين يحاصرون مقر اللجنه الرئاسيهمش فاكرين حاجه قريبه من كده  ابو اسماعيلفي حاله صحه الخبر,08/05/2012 00:13
10946,,الاعلام الرخيص بيحاول يحول قضيه صباحي علشان تبقه زي قضيه ابو اسماعيل لعبه قذره علشان الناس تفقد تعاطفها معاه والمظاهرات ضد وصول شفيق اصلا,08/05/2012 00:13
10947,,طب اقول ايه للى بيقول لازم حمدين صباحى فى الاعادهفرقتوا ايه عن درويش ابو اسماعيل وبتوع لازم حازم,08/05/2012 00:13
10948,,احب ارد على صباحي ان جو تاييده ده هو جو ثوره  حضرتك حاله موقته ظهرت ولست مصر  نفس جو ابو اسماعيل  فياريت احترام الثوره بكلام اعقل ,08/05/2012 00:14
10949,,عمرو اديب مويدين حمدين صباحى الان يحاصرون اللجنه العليا للانتخابات دي جا فو وما اشبه الليله بالبارحه حازمون ابو اسماعيل  مصر صباحي,08/05/2012 00:14
10950,,بعض انصار حمدين بيفكرونى ببعض انصار ابو اسماعيل الاتبااااع الاعمى والتعصب للشخص ,08/05/2012 00:14
10951,,خلصنا من واحد معتوهطلعلنا واحد مننا ابو اسماعيل حمدين,08/05/2012 00:14
10952,,طبعا دلوقتي محدش هيفتح بوئوا على ولاد حمدين لكن ولاد ابو اسماعيل هم بس اللي ولاد كلب تعريص حمدين ابو اسماعيل,08/05/2012 00:14
10953,,  طبعا دلوقتي محدش هيفتح بوئوا على ولاد حمدين لكن ولاد ابو اسماعيل هم بس اللي ولاد كلب تعريص حمدين ابو اسماعيل,08/05/2012 00:14
10954,,  خلصنا من واحد معتوهطلعلنا واحد مننا ابو اسماعيل حمدين,08/05/2012 00:14
10955,,انصار ابو اسماعيل حازمون ابو الفتوح فاتحونموسىعامرون حمدين حامدون مرسي بريدجستون انتخابات الرئاسه مصر الانتخابات,08/05/2012 00:14
10956,,  انصار ابو اسماعيل حازمون ابو الفتوح فاتحونموسىعامرون حمدين حامدون مرسي بريدجستون انتخابات الرئاسه مصر الانتخابات,08/05/2012 00:14
10957,,  يتعلم الجميع من الشيخ حازم والله الراجل ده احبه في الله حازمون حتى الموت ابو اسماعيل ,08/05/2012 00:14
10958,,    يتعلم الجميع من الشيخ حازم والله الراجل ده احبه في الله حازمون حتى الموت ابو اسماعيل ,08/05/2012 00:14
10959,, لا فيه فرق كبير  اللجنه العليا عندها  سبب لاستبعاد ابو اسماعيل  اما حمدين صباحي ده مساله تانيه وهي تزوير فقط انتخابات,08/05/2012 00:15
10960,,    لا فيه فرق كبير  اللجنه العليا عندها  سبب لاستبعاد ابو اسماعيل  اما حمدين صباحي ده مساله تانيه وهي تزوير فقط انتخابات,08/05/2012 00:15
10961,,بقى بالزمه حد يقارن ظلم حمدين صباحي  بالي حصل مع ابو اسماعيل الامريكاني انتخابات مصر,08/05/2012 00:15
10962,,حمدين بدا يبقى عامل زى ابو اسماعيل وسبحان الله محدش بيتريق   ,08/05/2012 00:15
10963,,انتقلنا من افوره ولاد ابو اسماعيل لافوره عبيد صباحي  حاجه تقرف,08/05/2012 00:15
10964,,تظل آفه حارتنا تآليه البشر البرادعي بعديه ابو الفتوح ثم ابو اسماعيل وحاليا صباحي دايما بنبحث عن ترك الفكره وتآليه حاملها  الفكر نعمه,08/05/2012 00:15
10965,,ده ولاد ابواسماعيل مقدروش يعملوها ويقولوا ن ابو اسماعيل زعيم الثوره يا فجره حمدين صباحى,08/05/2012 00:15
10966,,خلصنا من واحد معتوهطلعلنا واحد مننا ابو اسماعيل حمدين ,08/05/2012 00:15
10967,,ياريت متعملوش مع صباحى اللى اتعمل مع ابو اسماعيل وتالهوه وتجعله منه منقذ مصر هو جيد ولكن عيبنا كمصريين تاليه الاشخاص وفى الاخرخد العبره,08/05/2012 00:15
10968,,دي الدنيا دواره يا جدع  ابو اسماعيل حمدين,08/05/2012 00:15
10969,,  دي الدنيا دواره يا جدع  ابو اسماعيل حمدين,08/05/2012 00:15
10970,,الحمار الكبير ابو اسماعيل يدعو انصاره ال حازمون للتصويت لمرسي الاستبن   الطيور علي اشكالها تقع,08/05/2012 00:15
10971,,صباحى ابو اسماعيل والبرادعى بيثبتوا كل يوم انهم كانوا صح  اللى بيحصل دلوقتى تكرار لما حدث مع ابو اسماعيل,08/05/2012 00:15
10972,,اذن لا نلوم علي ما كان يفعله ولاد ابو اسماعيل  ربنا يستر ع البلد ,08/05/2012 00:15
10973,,موقف الناس من دخول حمدين الاعاده من عدمه بيفكرني بموقف انصار ابو اسماعيل ايام طعون الجنسيه اتمني دخول حمديين للاعاده بس الخصم هو الحكم,08/05/2012 00:15
10974,,ابو اسماعيل ليك وحشه يا شيخ ايواللهي,08/05/2012 00:15
10975,, ياريت و النبي تخليكي في التمثيا احسن  و ماكيش دعوه بالسياسه علشان انتي فيها    و ابو اسماعيل دا واحد عايز يولع البلد,08/05/2012 00:16
10976,,  ابو اسماعيل ليك وحشه يا شيخ ايواللهي,08/05/2012 00:16
10977,,مستحيل كميه الكومكس اللي معموله لـ محمد مرسي دي اكتر من اللي اتعملت على ابو اسماعيل كل ما افتح الفيس مش بمسك نفسي من كتر الضحك,08/05/2012 00:16
10978,,اللي حصل مع ابو اسماعيل حصل شبهه مع حمدين بس ابو اسماعيل كداب وصباحي وطني  عندنا فوبيا من الدقن ابو اسماعيل صباحي انتخابات الرئاسه,08/05/2012 00:16
10979,,لو اللجنه اتشالت فيه امل ان حازم ابو اسماعيل يرجع  حازم حازمون ابو اسماعيل التحرير مصر اللجنه الوسخه ,08/05/2012 00:16
10980,,انا لو مكان ابو اسماعيل كان زماني شمتان في الناس كلها بصراحه ابو اسماعيل انتخابات الرئاسه,08/05/2012 00:16
10981,,حاسس انهم هيرجعوا ابو اسماعيل تانى,08/05/2012 00:16
10982,,  انتم بتستبعدو الاخوان وده حقكم بس مش فاهم ليه كل شباب الثوره بيتعمد استبعاد ابو اسماعيل وتيار سلفي ثوري مهم,08/05/2012 00:16
10983,,خايفه موبدى صباحى يبقوا بعد شويه زى ولاد ابو اسماعيل,08/05/2012 00:17
10984,,  مش كان ابو اسماعيل زمانه ريحنا من الكلام دا كله وكان خدها اكتساح من اول مره وخلصنا ابو اسماعيل انتخابات الرئاسه,08/05/2012 00:17
10985,,مش كان ابو اسماعيل زمانه ريحنا من الكلام دا كله وكان خدها اكتساح من اول مره وخلصنا ابو اسماعيل انتخابات الرئاسه,08/05/2012 00:16
10986,,اكلنا يوم اكل الثور الابيض ابو اسماعيل  حازمون,08/05/2012 00:16
10987,,طب انا انام واصحي يا رب الاقيهم رجعوا ابو اسماعيل ابو اسماعيل انتخابات الرئاسه,08/05/2012 00:17
10988,,  على راي المثل  قال يامصدق ابو اسماعيل كداب وامه امريكيه  يامصدق شفيق هيجي من وراه استقرار وحريه,08/05/2012 00:17
10989,,   ادركوا اللحظه الفارقه  كبييير يا كبيير ابو اسماعيل,08/05/2012 00:17
10990,,ادركوا اللحظه الفارقه  كبييير يا كبيير ابو اسماعيل,08/05/2012 00:17
10991,, اي هيصه وخلاص  بيقارنوا واحد كداب وامريكاني زي ابو اسماعيل بواحد مناضل مصري شريف زي حمدين صباحي  تخلف انتخابات,08/05/2012 00:17
10992,,ابو اسماعيل كلهم شمتوا فيك علشان بتشكك فى نزاهه اللجنه  دلوقتى كلهم جربوا ظلمك,08/05/2012 00:17
10993,,الى انصار صباحي  اكلتم يوم اكل الثور الابيض  التزوير حدث منذ ان تخليتم عن ابو اسماعيل فلا داعي للاعتراض الان,08/05/2012 00:17
10994,, اها ايوه كدا بس الاهم نتوحد امثالك من المخلصين عليهم دور كبير خصوصا مع الشريحه الثوريه من التيار الاسلامي امثال ابو اسماعيل,08/05/2012 00:18
10995,,وفجاه تحولو من انصار ابو اسماعيل لانصار حمدين,08/05/2012 00:18
10996,,انصار صباحي بعد شويه هيلبسوا مصيبه زي انصار ابو اسماعيل و صباحي نفسه هيلبس مصيبه ربنا يستر,08/05/2012 00:18
10997,,محدش يقارنلى بين اللى بيحصل دلوقتى وبين اللى حصل زمان مع ابو اسماعيل لان الراجل دا معرفش يثبت برائته او صدقه حتى ادام انصاره والراى العام,08/05/2012 00:18
10998,,ابو الفتوح النسخه المطوره من ابو اسماعيل,08/05/2012 00:17
10999,,   بس ابو اسماعيل ابن الامريكيه ده بردو راجل حيموت على السلطه,08/05/2012 00:17
11000,,بس ابو اسماعيل ابن الامريكيه ده بردو راجل حيموت على السلطه,08/05/2012 00:17
11001,,نعم هناك تزوير  ولكن التزوير قد تم منذ اليوم الاول من استبعاد ابو اسماعيل ورفض حكم المحكمه وسكوت الناس على هذا الاجراء السافر,08/05/2012 00:17
11002,,ابو اسماعيل المتظاهر برئ حتى يثبت انه من ولاد ابو اسماعيل,08/05/2012 00:17
11003,,   يا شيخ حازم ابو اسماعيل الله يجازيك خير عنا و يجعله فى ميزان حسناتك يارب,08/05/2012 00:18
11004,,حمدين صباحي لم يحدث معه تزوير على عكس ابو اسماعيل ولكن انصار حمدين يفعلون مثلما فعل انصار ابو اسماعيل,08/05/2012 00:18
11005,,يا شيخ حازم ابو اسماعيل الله يجازيك خير عنا و يجعله فى ميزان حسناتك يارب,08/05/2012 00:18
11006,,  حمدين صباحي لم يحدث معه تزوير على عكس ابو اسماعيل ولكن انصار حمدين يفعلون مثلما فعل انصار ابو اسماعيل,08/05/2012 00:18
11007,, ابو الفتوح  هو انا شاركت فى الانتخابات اه  بس هى مزوره عملها فبلك ابو اسماعيل ,08/05/2012 00:18
11008,,ولاد ابو اسماعيل ظايطيين فى الظيطه و بيقارنوا موقفه بموقف حمدين مع ان مفيش وجه مقارنه  كفاكم هرى ,08/05/2012 00:19
11009,,انصار ابو اسماعيل عندما تظاهروا ضد التزوير الذي حدث قيل عنهم ارهاب فكري وبلطجهانصار حمدين يتظاهرون يقال عنهم ثوار وعايزين حقهم ازدواجيه,08/05/2012 00:19
11010,,هو في حد في مصر عنده شجاعه يطلع كدا ويتاسف لابو اسماعيل يعترف انه كان صح في كل حاجه اكيد لا اصله بدقن تعريص انتخابات ابو اسماعيل,08/05/2012 00:18
11011,,ايه الفرق بين انصار حمدين صباحي و حازمون انصار حازم صلاح ابو اسماعيل وبين حمدين و حازم  الكل زي بعض الدقن بس هي الفرق مصر,08/05/2012 00:18
11012,,بالامس لاموا على انصار ابو اسماعيل حبهم الزائد له ولافعالهم  واليوم يمدحون ويشجعون اصار حمدين لنفس الاسباب هرمنا يا ولاد ال ,08/05/2012 00:19
11013,,الحمد لله عمري ما شكيت في ابو اسماعيل  انا فخور بنفسي ابو اسماعيل,08/05/2012 00:19
11014,,  اطالب من كل اعلامي او مرشح رئاسي تكلم في حق ابو اسماعيل ايام الاعتصام امام لجنه الانتخابات بالاعتذار الفوري على الشاشات,08/05/2012 00:19
11015,,اطالب من كل اعلامي او مرشح رئاسي تكلم في حق ابو اسماعيل ايام الاعتصام امام لجنه الانتخابات بالاعتذار الفوري على الشاشات,08/05/2012 00:19
11016,,  ربنا خدلك حق يا ابو اسماعيل  تعالى شوف الناس عماله تقول ان كان عندك حق ازاي  انتخابات الرئاسه ابو اسماعيل,08/05/2012 00:19
11017,,ربنا خدلك حق يا ابو اسماعيل  تعالى شوف الناس عماله تقول ان كان عندك حق ازاي  انتخابات الرئاسه ابو اسماعيل,08/05/2012 00:19
11018,,الكل كان على علم بوساخه اللجنه وان ماحدث ل ابو اسماعيل تزوير لكنهم اصروا السكوت عشان مصالحهم لكن سكوتهم هو ما اوصلهم الى ماهم فيه الان,08/05/2012 00:19
11019,,الكل يدعوا الان للنزول الى الميدان للوقوف ضد لجنه الانتخابات  لماذا من البدايه تخليتم عن ابو اسماعيل عندما نزل وانصاره للوقوف ضد اللجنه,08/05/2012 00:19
11020,,تزوير الانتخابات بدءت بالماده ٢٨ واكتملت باخراج ابو اسماعيل منها ثم تجاوزات وملايين حمله شفيق وعدم استبعاده بمواكبه استطلاعات كاذبه مصر,08/05/2012 00:19
11021,,  الواحد ميعرفش قيمه واهميه الحاجه غير لما تضيع منه ابو اسماعيل,08/05/2012 00:19
11022,,الواحد ميعرفش قيمه واهميه الحاجه غير لما تضيع منه ابو اسماعيل,08/05/2012 00:20
11023,,وحشني والله يا ابو اسماعيل هنفضل حازمون و سنحيا كراما ان شاء الله,08/05/2012 00:20
11024,, تفتكر ابو اسماعيل مش من هولاء الثوار مع احترامي لكن جميعا,08/05/2012 00:19
11025,,    وحشني والله يا ابو اسماعيل هنفضل حازمون و سنحيا كراما ان شاء الله,08/05/2012 00:19
11026,,برغم كل شىء ابو اسماعيل كان صح  اللجنه العليا موجهه من فوق و مزوره و الى فى دماغهم من  يناير حينقذوه يعنى حينفذوه  بالذوق بالعافيه,08/05/2012 00:20
11027,,الاعتذارات المتتاليه للشيخ  حازم تذكرني بحديث وعزتي وجلالي لانصرنك ولو بعد حينابو اسماعيل حازمون حازم صلاح   ريتويت,08/05/2012 00:20
11028,,ومره تانيه اقول لكل الناس اكلتم يوم اكل الثور الابيض  وحدث التزوير ضدكم يوم ان سكتم عما حدث ل ابو اسماعيل,08/05/2012 00:21
11029,,خالص الاعتذار ل ابو اسماعيل مش هشتمك تاني بعد اللي شفته من اللجنه  ,08/05/2012 00:21
11030,, لا يا حبيبي فيه فرق بين السما والارض  صباحي ما قالش لحد انزل ولا طلب من انصاره ينزلوا مش زي ابو اسماعيل عمل مليونيه عشانه,08/05/2012 00:20
11031,,اللى بيحصل النهارده ده حقنا من كل اللى صدقوا و دافعوا عن نزاهه اللجنه ايام تقديم اوراق الترشح ايام ابو اسماعيل,08/05/2012 00:20
11032,,   الاعتذارات المتتاليه للشيخ  حازم تذكرني بحديث وعزتي وجلالي لانصرنك ولو بعد حينابو اسماعيل حازمون حازم صلاح   ريتويت,08/05/2012 00:21
11033,,حمدين دلوقتى فى نفس مازق ابو اسماعيل  يا رب يتصرف صح,08/05/2012 00:21
11034,,حد يطلع  اختلافات ما بين اللي فى التحرير دلوقتي و ما بين اللي كانوا في العباسيه عشان ابو اسماعيل,08/05/2012 00:22
11035,,ايه يا جدعان مسمعتش حد بيقول بلطجه ولاد حمدين يعني يا ولاد الوسحه يا زياطين  ابو اسماعيل حمدين انتخابات الرئاسه,08/05/2012 00:22
11036,,  ايه يا جدعان مسمعتش حد بيقول بلطجه ولاد حمدين يعني يا ولاد الوسحه يا زياطين  ابو اسماعيل حمدين انتخابات الرئاسه,08/05/2012 00:22
11037,,لو حمدين اتخلى عن انصاره يبقى زيه زى ابو اسماعيل ميلزمنيش ,08/05/2012 00:22
11038,,  ايه الفرق بين انصار حمدين صباحي و حازمون انصار حازم صلاح ابو اسماعيل وبين حمدين و حازم  الكل زي بعض الدقن بس هي الفرق مصر,08/05/2012 00:22
11039,,  اكلنا يوم اكل الثور الابيض ابو اسماعيل  حازمون,08/05/2012 00:22
11040,,ابو اسماعيل مصر  ثورههاجموا الشيخ حازم وهاجمونا وقالوا علينا همج وارهابيين ولا نتقبل نتيجه الانتخابات ولا ,08/05/2012 00:22
11041,,  فيه فرق اما الواحد يقول انو لك ادعو للمظاهرات  وانو ينكر ان دول مويديه زي ما قال ابو اسماعيل,08/05/2012 00:24
11042,,ولاد ابو اسماعيل قاعدين للساقطه و اللقطه  ولو حمدين او ابوالفتوح هرش هيقولك احا امال اشمعنى حازم مسبتهوش يهرش  يمكن عشان امه امريكيه,08/05/2012 00:24
11043,,خلصنا من واحد معتوهطلعلنا واحد مننا ابو اسماعيل حمارين,08/05/2012 00:24
11044,,المهم ان ولاد ابو اسماعيل سايبين المصايب كلها و قاعدين يقارنوا الموقف الحالي بموقف مرشحهم السابق ابن الكلب عوام,08/05/2012 00:23
11045,,الى انصار ابو اسماعيليحسب ل حمدين انه طلع و انتقد العنف وتبرا من مثيري الشغب عندي مفاجاه يوم الاتنين بعد صلاه الجمعه   ,08/05/2012 00:23
11046,,الناس اللى فى الشارع حاليا مش اتباع حمدين الناس دى معترضه على عدم استبعاد شفيق و وجوده فى الاعاده بلاش نعمل من حمدين ابو اسماعيل جديد,08/05/2012 00:23
11047,,احمل اي اصابه لاي شخص في التحرير الان و حتي يوم الانتخابات ل خالد علي عملها قبلك ابو اسماعيل,08/05/2012 00:23
11048,,يعني يا ابو الفتوح يادلدول لما اللجنه تستبعد ابو اسماعيل تبقى نزيهه و لما تستبعدك تبقى غير نزيهه موتوا بغيظكم,08/05/2012 00:23
11049,,ابو اسماعيل حازم صلاح ابو اسماعيل  من يسكت اليوم على التزوير ضدى  لا يبكى غدا عندما تزور الانتخابات ضده,08/05/2012 00:23
11050,,اولاد ابو اسماعيل حرقوا البلد عشان امه دلوقتى ولاد حمدين هيحرقوا البلد ليه البلد بتتحرق عشان ماشيه قانونى,08/05/2012 00:23
11051,,   اولاد ابو اسماعيل حرقوا البلد عشان امه دلوقتى ولاد حمدين هيحرقوا البلد ليه البلد بتتحرق عشان ماشيه قانونى,08/05/2012 00:23
11052,,احنا اسفين يا ابو اسماعيل  ,08/05/2012 00:23
11053,,  خالص الاعتذار ل ابو اسماعيل مش هشتمك تاني بعد اللي شفته من اللجنه  ,08/05/2012 00:25
11054,,ابو اسماعيل انا اسف علي اللي قولتلو عليك قبل كدا دلوقتي بس فهمناك,08/05/2012 00:24
11055,,سنحيا كراما يا ولاد المره ابو اسماعيل,08/05/2012 00:24
11056,,  سنحيا كراما يا ولاد المره ابو اسماعيل,08/05/2012 00:24
11057,,متشلوش الواحد عالمسا الله يخليكوا مش معنى ان الانتخابات مزوره ان ام ابو اسماعيل مش امريكيه  فاركنوا على جنب الله لا يسئكم ,08/05/2012 00:25
11058,,ها لسه برضه فاكرين ان ام ابو اسماعيل امريكيه  ابو اسماعيل  ,08/05/2012 00:25
11059,,يا فرحه ابو اسماعيل,08/05/2012 00:25
11060,,لما اللجنه استبعدت ابو اسماعيل بناءا على جنسيه والدته محدش من اللى رفضوا الاحتكام لجنسيه الام ايام الاستفتاء اتكلم يوم لنا ويوم علينا,08/05/2012 00:25
11061,,   مش عارف الناس بتحسسني ان ابو اسماعيل ياعيني كان كلامه صح وانو الوحيد الي كان عارف البير وغطاه  كان مفيش واحد اسمه البرادعي قال قبله,08/05/2012 00:25
11062,,مش عارف الناس بتحسسني ان ابو اسماعيل ياعيني كان كلامه صح وانو الوحيد الي كان عارف البير وغطاه  كان مفيش واحد اسمه البرادعي قال قبله,08/05/2012 00:25
11063,,سنحيا كراما رغم التزوير حازم حازم ابو اسماعيل  حازم صلاح حازمون ابو اسماعيل مصر ثوره شفيق مرسي موسى ابو الفتوح حمدين صباحى,08/05/2012 00:25
11064,, خالد على زيه زي ابو اسماعيل عاوزين يتحاكموا بتهمه تكدير السلم العام و اثاره الشغبهو الناس دي ليه كده,08/05/2012 00:25
11065,,الشيخ الفاضل حازم صلاح ابواسماعيل يقول       شفيق ابو اسماعيل مصر صباحى,08/05/2012 00:25
11066,, يبني حمدين و ابو الفتوح دخلوا السجن قبل ما الشيخ ابو اسماعيل يعرف ازاي يتوضى يصلي ركعتينفوق انتا,08/05/2012 00:25
11067,, لا لا لا  انا كنت عاملك فلو علشان كنت فاكرك اندرويد   لكن بعد الاى فون هاضطر معملكش بلوك بس علشان حبيبى الشيخ ابو اسماعيل,08/05/2012 00:25
11068,, المواطن الكنبه لا يهمه البرنامج المقدم من المرشحين بقدر ما يهمه الاسلوب فستجده دائما يميل للاكثر راديكاليه مثال ابو اسماعيل و شفيق,08/05/2012 00:25
11069,, صعود ابو اسماعيل كان صادما للبعض ولم اكن منهم لان الكنباه يفضلون الراديكاليه بكل اشكالها سواء دينيه او عسكريه لانها تعبر عن حكم مستقر,08/05/2012 00:26
11070,,اولاد ابو اسماعيل واولاد ابو الفتوح واولاد صباحي دول لازم يتحاكوا بتهمه الغباء السياسي شكرا على الدعايه المجانيه للفريق شفيق هههههههههه,08/05/2012 00:26
11071,,عذرا ابو اسماعيل ظننت انك تريد احراق البلاد انت و شبابكدلوقتي بس عرفت انك كنت بدافع عن قضيهبغض النظر امه امريكيه ول لا او هو كداب ولا لا,08/05/2012 00:26
11072,,انتخابات ابو الفتوح صباحي ابو اسماعيل بيضحكني قوي اللي يقول مينفعض قانون العزل عشان دي اراده شعباقولهم طب ما ابو اسماعيل كان اراده شعب,08/05/2012 00:26
11073,, ﺍﻟﺸﻴﺦ ﺣﺎﺯﻡ ﺍﺑﻮ ﺍﺳﻤﺎﻋﻴﻞ ﺍﺫﺍ ﻟﻢ ﻧﻘﻒ ﺟﻤﻴﻌﺎ ﺧﻠﻒ ﻣﺮﺳﻲ ضد شفيق ﺳﻨﻠﻘﻰ ﻓﻲ ﺍﻟﺴﺠﻮﻥ ﻭﺳﺘﻤﻮﺕ ﺍﻟﺜﻮﺭﺓ ﺗﻤﺎﻣﺎ اعاده,08/05/2012 00:27
11074,, ده الفرق ببساطه بين حمدين صباحيو ابو اسماعيل  ﺣﻤﺪﻳﻦ ﺻﺒﺎﺣﻲ ﺍﻧﺎ ﻟﻦ ﺍﻛﻮﻥ ﻣﻊ ﻃﺮﻑ ﻣﻊ ﺍﻟﻄﺮﻓﻴﻦ سواء مرسى او شفيق ﻟﻮ ﺍﺣﻨﺎ ﻣﺶ ﻓﻰ ﺍلـ ﻋﺎﺩﺓ,08/05/2012 00:27
11075,,انتظر رد فعل النخبه الفاشله تجاه الموجودين تحرير  هل سيتعاملون معهم ويقولون ما قالوا عن ولاد ابو اسماعيل من ,08/05/2012 00:27
11076,,من اقوال حازم صلاح ابو اسماعيل سنحيا كراما حازمون ,08/05/2012 00:26
11077,,لما استبعدوا ابو اسماعيل و حصلت دوشه جابوه ليسرى فوده دلوقتى سقط حمدين و هيجيبوه مع يسرى فوده برده المخابرات بتلعب بنفس الاسلوب مقاطعون,08/05/2012 00:26
11078,,اظن كل واحد صدق ادعاء اللجنه العليا للانتخابات ان سبب خروج ابو اسماعيل من سباق الرئاسه هو حمل والدته لجنسيه امريكيه لازم يراجع نفسه,08/05/2012 00:26
11079,,اتوقع لانصار ابو الفتوح انهم بعد ميفوقوا من الصدمه هيشوفوا ان وجه مرشحهم الحقيقى هو وجه ابو اسماعيل لو خسرت يبقى مش لاعب ,08/05/2012 00:27
11080,,كان عندي شك بنسبه  ان ابو اسماعيل اتظلم بس امبارح بقيت متاكد  انه اتظلم من لجنه الدلاديل  مصر,08/05/2012 00:27
11081,,انـــا اســـف يـــا ابو اسماعيل,08/05/2012 00:27
11082,,مصر الى اينشفيق مصر ابو اسماعيل صباحى  ,08/05/2012 00:27
11083,,لو كان ابو اسماعيل دخل الاعاده مع شفيق  كان برضه الناس هتقول الثوره ضاعت  المساله مش مساله اخوان  انها الاسلاموفوبيا يا عزيزي,08/05/2012 00:27
11084,,  مصر الى اينشفيق مصر ابو اسماعيل صباحى  ,08/05/2012 00:27
11085,,  حمدين بيقول لانصاره لا تياسوا فان نصر الله لقريب  انا سمعت الكلمتين دول من ميين قبل كده ابو اسماعيل,08/05/2012 00:27
11086,,حمدين بيقول لانصاره لا تياسوا فان نصر الله لقريب  انا سمعت الكلمتين دول من ميين قبل كده ابو اسماعيل,08/05/2012 00:27
11087,,حمدين صباحي فعلا واحد مننا  لا امر انصاره زي القطيعه وقالهم روحوا انتخبوا فلان  عشان عارف مويدينه احرار مش عبيد ابو اسماعيل,08/05/2012 00:27
11088,,و علي فكره بقي في فرق كبير بين حمدين و ابو اسماعيل الاول واقف علي ارض صلبه اما التاني واقف علي ارض امه ,08/05/2012 00:27
11089,,اي حد بيروح   شعبيته بتقل ابو الفتوح عمرو موسي ابو اسماعيل شفيق حمدين صباحي,08/05/2012 00:27
11090,,  اي حد بيروح   شعبيته بتقل ابو الفتوح عمرو موسي ابو اسماعيل شفيق حمدين صباحي,08/05/2012 00:28
11091,,  و علي فكره بقي في فرق كبير بين حمدين و ابو اسماعيل الاول واقف علي ارض صلبه اما التاني واقف علي ارض امه ,08/05/2012 00:28
11092,,مش فاهم بجد ليه ال اخوان زعلانين من حمدين صباحي رغم الاختلاف الفكري في حين ان ما فعلوه مع ابو اسماعيل اكثر حقاره برغم التوافق الايدلوجي,08/05/2012 00:27
11093,,  مش فاهم بجد ليه ال اخوان زعلانين من حمدين صباحي رغم الاختلاف الفكري في حين ان ما فعلوه مع ابو اسماعيل اكثر حقاره,08/05/2012 00:27
